course_id,course_name,instructor_or_pi,question_id,topic,phase,question,option_A,option_B,option_C,option_D,answer,difficulty,discrimination,student_id,group,score
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q216,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.65,0.61,S1215,D,73.04
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q216,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.78,0.74,S1215,D,85.59
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q217,Blockchain Concepts,pre,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.2,0.66,S1216,A,57.35
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q217,Blockchain Concepts,post,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.62,0.67,S1216,A,84.49
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q218,Smart Contracts,pre,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.26,0.82,S1217,B,59.5
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q218,Smart Contracts,post,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.58,0.82,S1217,B,69.28
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q219,Data Visualization,pre,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.49,0.78,S1218,C,58.92
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q219,Data Visualization,post,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.43,0.53,S1218,C,70.27
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q220,Deep Learning,pre,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.77,0.87,S1219,D,57.49
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q220,Deep Learning,post,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.35,0.93,S1219,D,77.3
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q221,Text Mining,pre,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.32,0.94,S1220,A,62.37
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q221,Text Mining,post,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.58,0.94,S1220,A,66.5
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q222,Financial Modeling,pre,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.74,0.85,S1221,B,71.8
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q222,Financial Modeling,post,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.27,0.84,S1221,B,66.45
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q223,Data Governance,pre,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.47,0.79,S1222,C,66.64
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q223,Data Governance,post,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.81,0.79,S1222,C,57.81
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q224,Reinforcement Learning,pre,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.59,0.87,S1223,D,62.5
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q224,Reinforcement Learning,post,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.35,0.62,S1223,D,87.03
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q225,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.61,0.86,S1224,A,49.4
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q225,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.73,0.57,S1224,A,68.03
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q226,Machine Learning,pre,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.36,0.83,S1225,B,78.56
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q226,Machine Learning,post,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.46,0.91,S1225,B,61.72
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q227,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.27,0.58,S1226,C,68.91
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q227,Regression Models,post,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.33,0.89,S1226,C,52.27
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q228,Classification,pre,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.33,0.72,S1227,D,79.46
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q228,Classification,post,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.71,0.79,S1227,D,63.19
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q229,Neural Networks,pre,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.21,0.57,S1228,A,72.53
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q229,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.32,0.68,S1228,A,68.59
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q230,Data Cleaning,pre,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.63,0.53,S1229,B,46.74
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q230,Data Cleaning,post,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.25,0.61,S1229,B,83.38
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q231,Feature Engineering,pre,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.84,0.94,S1230,C,57.92
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q231,Feature Engineering,post,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.27,0.74,S1230,C,76.28
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q232,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.71,0.86,S1231,D,73.98
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q232,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.62,0.67,S1231,D,64.92
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q233,Blockchain Concepts,pre,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.21,0.87,S1232,A,48.52
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q233,Blockchain Concepts,post,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.73,0.79,S1232,A,67.3
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q234,Smart Contracts,pre,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.23,0.61,S1233,B,67.05
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q234,Smart Contracts,post,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.26,0.56,S1233,B,87.28
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q235,Data Visualization,pre,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.64,0.51,S1234,C,52.67
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q235,Data Visualization,post,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.88,0.93,S1234,C,51.02
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q236,Deep Learning,pre,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.27,0.83,S1235,D,56.47
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q236,Deep Learning,post,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.44,0.82,S1235,D,54.49
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q237,Text Mining,pre,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.34,0.72,S1236,A,60.82
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q237,Text Mining,post,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.59,0.7,S1236,A,54.77
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q238,Financial Modeling,pre,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.31,0.65,S1237,B,52.54
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q238,Financial Modeling,post,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.31,0.53,S1237,B,56.61
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q239,Data Governance,pre,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.68,0.78,S1238,C,60.9
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q239,Data Governance,post,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.29,0.87,S1238,C,83.08
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q240,Reinforcement Learning,pre,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.27,0.63,S1239,D,75.11
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q240,Reinforcement Learning,post,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.56,0.88,S1239,D,69.8
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q241,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.3,0.91,S1240,A,72.49
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q241,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.22,0.69,S1240,A,61.86
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q242,Machine Learning,pre,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.3,0.79,S1241,B,60.88
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q242,Machine Learning,post,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.36,0.9,S1241,B,71.58
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q243,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.47,0.9,S1242,C,54.43
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q243,Regression Models,post,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.78,0.55,S1242,C,68.32
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q244,Classification,pre,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.32,0.55,S1243,D,74.78
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q244,Classification,post,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.27,0.93,S1243,D,81.71
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q245,Neural Networks,pre,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.45,0.78,S1244,A,58.1
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q245,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.28,0.92,S1244,A,82.7
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q246,Data Cleaning,pre,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.84,0.9,S1245,B,86.93
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q246,Data Cleaning,post,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.62,0.58,S1245,B,71.43
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q247,Feature Engineering,pre,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.57,0.77,S1246,C,55.06
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q247,Feature Engineering,post,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.68,0.57,S1246,C,55.21
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q248,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.67,0.64,S1247,D,59.45
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q248,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.77,0.66,S1247,D,74.83
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q249,Blockchain Concepts,pre,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.27,0.91,S1248,A,58.71
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q249,Blockchain Concepts,post,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.66,0.92,S1248,A,77.89
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q250,Smart Contracts,pre,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.77,0.82,S1249,B,63.29
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q250,Smart Contracts,post,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.25,0.5,S1249,B,52.3
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q001,Data Visualization,pre,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.85,0.57,S1250,C,59.87
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q001,Data Visualization,post,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.66,0.64,S1250,C,72.13
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q002,Deep Learning,pre,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.47,0.82,S1251,D,64.89
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q002,Deep Learning,post,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.75,0.72,S1251,D,69.31
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q003,Text Mining,pre,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.25,0.76,S1252,A,60.75
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q003,Text Mining,post,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.87,0.63,S1252,A,72.48
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q004,Financial Modeling,pre,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.26,0.95,S1253,B,50.61
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q004,Financial Modeling,post,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.33,0.67,S1253,B,66.94
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q005,Data Governance,pre,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.42,0.69,S1254,C,82.28
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q005,Data Governance,post,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.69,0.69,S1254,C,69.86
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q006,Reinforcement Learning,pre,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.76,0.65,S1255,D,73.3
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q006,Reinforcement Learning,post,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.76,0.79,S1255,D,79.09
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q007,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.37,0.69,S1256,A,63.92
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q007,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.55,0.74,S1256,A,76.92
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q008,Machine Learning,pre,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.57,0.87,S1257,B,57.1
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q008,Machine Learning,post,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.47,0.76,S1257,B,59.25
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q009,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.5,0.76,S1258,C,58.78
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q009,Regression Models,post,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.69,0.84,S1258,C,47.4
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q010,Classification,pre,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.69,0.61,S1259,D,64.19
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q010,Classification,post,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.2,0.95,S1259,D,53.79
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q011,Neural Networks,pre,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.21,0.75,S1260,A,58.26
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q011,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.87,0.91,S1260,A,78.55
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q012,Data Cleaning,pre,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.24,0.66,S1261,B,60.01
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q012,Data Cleaning,post,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.79,0.89,S1261,B,72.92
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q013,Feature Engineering,pre,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.77,0.63,S1262,C,66.73
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q013,Feature Engineering,post,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.3,0.88,S1262,C,81.69
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q014,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.88,0.91,S1263,D,66.04
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q014,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.37,0.87,S1263,D,68.62
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q015,Blockchain Concepts,pre,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.24,0.56,S1264,A,84.05
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q015,Blockchain Concepts,post,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.87,0.82,S1264,A,88.92
