student_id,instrument,week,item_code,response,reflection_text,ai_response,instrument,item_code,subscale,response,week
S1256,SelfEfficacy,5,Q8,4.87,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_3,Effort,2,2
S1257,MSLQ,8,Q8,4.76,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_Motivation_9,Motivation,2,1
S1258,NASA_TLX,1,Q4,4.77,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_1,CognitiveStrategy,4,4
S1259,MSLQ,1,Q7,2.84,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_TD_5,TLX,3,1
S1260,MSLQ,11,Q1,3.76,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Effort_7,Effort,4,2
S1261,SelfEfficacy,6,Q3,3.6,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_Motivation_2,Motivation,4,2
S1262,NASA_TLX,10,Q7,4.43,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_1,CognitiveStrategy,6,2
S1263,NASA_TLX,12,Q1,4.34,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_2,Confidence,7,4
S1264,SelfEfficacy,2,Q7,4.16,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Confidence_9,Confidence,4,3
S1265,SelfEfficacy,5,Q5,6.47,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_MD_1,TLX,5,5
S1266,NASA_TLX,1,Q8,3.71,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_FR_2,TLX,6,2
S1267,NASA_TLX,7,Q5,3.59,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_E_1,TLX,5,5
S1268,SelfEfficacy,1,Q7,2.84,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_MD_1,TLX,1,1
S1269,MSLQ,4,Q9,2.46,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_E_6,TLX,7,3
S1270,MSLQ,9,Q8,2.78,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_3,CognitiveStrategy,2,4
S1271,SelfEfficacy,1,Q3,3.28,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_Motivation_6,Motivation,3,3
S1272,MSLQ,4,Q4,5.31,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_Motivation_6,Motivation,5,5
S1273,SelfEfficacy,6,Q5,4.04,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Effort_8,Effort,3,2
S1274,MSLQ,6,Q4,4.19,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_TD_1,TLX,2,1
S1275,MSLQ,12,Q1,3.9,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_PD_8,TLX,7,4
S1276,NASA_TLX,8,Q10,4.37,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_P_6,TLX,1,1
S1277,NASA_TLX,1,Q9,5.4,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_2,Persistence,2,4
S1278,MSLQ,7,Q1,2.01,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_7,SelfRegulation,7,4
S1279,MSLQ,1,Q6,5.22,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,6,5
S1280,NASA_TLX,7,Q1,1.48,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_Motivation_3,Motivation,1,3
S1281,NASA_TLX,3,Q1,4.03,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_PD_9,TLX,6,5
S1282,NASA_TLX,11,Q10,6.19,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_5,Persistence,7,1
S1283,SelfEfficacy,8,Q8,4.68,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_FR_6,TLX,1,3
S1284,MSLQ,3,Q9,4.37,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_FR_9,TLX,3,1
S1285,NASA_TLX,1,Q9,6,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_4,Confidence,4,4
S1286,MSLQ,8,Q3,3.3,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,1,4
S1287,SelfEfficacy,3,Q1,4.43,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_MD_3,TLX,2,5
S1288,SelfEfficacy,2,Q9,4.58,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_P_8,TLX,2,4
S1289,NASA_TLX,1,Q2,3.48,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_MD_6,TLX,2,2
S1290,SelfEfficacy,3,Q3,3.57,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Confidence_2,Confidence,3,1
S1291,MSLQ,2,Q2,3.46,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_CognitiveStrategy_4,CognitiveStrategy,4,5
S1292,NASA_TLX,2,Q10,4.09,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Persistence_3,Persistence,2,3
S1293,MSLQ,6,Q2,4.55,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_1,SelfRegulation,3,1
S1294,MSLQ,12,Q4,4.12,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_FR_1,TLX,2,5
S1295,SelfEfficacy,1,Q7,4.71,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_E_4,TLX,6,5
S1296,SelfEfficacy,2,Q2,2.03,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_1,Persistence,2,3
S1297,SelfEfficacy,6,Q10,3.78,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_E_2,TLX,7,4
S1298,SelfEfficacy,3,Q4,2.98,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_7,CognitiveStrategy,4,1
S1299,SelfEfficacy,4,Q10,4.3,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_7,SelfRegulation,6,1
S1300,NASA_TLX,1,Q10,4.29,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_PD_7,TLX,5,2
S1301,MSLQ,8,Q1,3.88,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Effort_3,Effort,2,4
S1302,MSLQ,7,Q10,4.51,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_Motivation_9,Motivation,5,1
S1303,MSLQ,7,Q2,5,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Confidence_6,Confidence,2,1
S1304,MSLQ,3,Q7,3.94,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_PD_2,TLX,1,4
S1305,SelfEfficacy,10,Q10,2.95,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_2,SelfRegulation,2,4
S1306,MSLQ,10,Q10,2.42,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_7,SelfRegulation,2,4
S1307,NASA_TLX,3,Q9,4.04,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_MD_2,TLX,1,4
S1308,NASA_TLX,2,Q6,4.24,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_5,SelfRegulation,1,5
S1309,MSLQ,12,Q5,3.03,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_Motivation_9,Motivation,7,4
S1310,MSLQ,1,Q4,4.73,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_PD_1,TLX,4,3
S1311,NASA_TLX,7,Q6,3.54,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Effort_1,Effort,3,5
S1312,NASA_TLX,7,Q4,2.34,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_9,CognitiveStrategy,7,2
S1313,SelfEfficacy,12,Q5,5.26,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_6,CognitiveStrategy,2,1
S1314,NASA_TLX,2,Q7,5.14,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_CognitiveStrategy_2,CognitiveStrategy,3,4
S1315,SelfEfficacy,7,Q3,1.98,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_P_9,TLX,6,2
S1316,SelfEfficacy,8,Q5,3.44,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_8,Confidence,5,5
S1317,SelfEfficacy,1,Q8,3.4,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Persistence_5,Persistence,3,3
S1318,SelfEfficacy,9,Q6,5.64,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_6,Confidence,2,5
S1319,SelfEfficacy,7,Q2,3.9,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Confidence_3,Confidence,1,1
S1320,MSLQ,3,Q1,2.5,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_1,SelfRegulation,1,4
S1321,NASA_TLX,8,Q8,4.88,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_6,CognitiveStrategy,2,3
S1322,SelfEfficacy,7,Q10,2.77,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_MD_3,TLX,6,3
S1323,NASA_TLX,11,Q10,3.74,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Persistence_6,Persistence,5,2
S1324,NASA_TLX,8,Q2,3.23,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Effort_8,Effort,4,5
S1325,SelfEfficacy,6,Q2,3.44,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_1,Motivation,6,2
S1326,MSLQ,9,Q9,4.94,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_6,Motivation,2,5
S1327,SelfEfficacy,5,Q4,5.52,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_Motivation_3,Motivation,2,3
S1328,MSLQ,3,Q9,2.73,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,3,1
S1329,NASA_TLX,3,Q5,4.63,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_FR_3,TLX,7,5
S1330,MSLQ,1,Q3,3.27,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_P_6,TLX,5,1
S1331,MSLQ,12,Q6,3.3,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_PD_5,TLX,6,2
S1332,MSLQ,8,Q2,4.49,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_4,CognitiveStrategy,2,5
S1333,NASA_TLX,2,Q4,2.97,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_7,Effort,6,5
S1334,NASA_TLX,3,Q6,4.47,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_P_7,TLX,1,5
S1335,MSLQ,8,Q5,4.73,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Effort_6,Effort,2,3
S1336,MSLQ,8,Q3,3.57,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Confidence_7,Confidence,4,4
S1337,SelfEfficacy,11,Q8,5.33,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_SelfRegulation_9,SelfRegulation,1,2
S1338,MSLQ,4,Q9,2.73,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_4,Motivation,7,4
S1339,SelfEfficacy,4,Q5,5.35,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Effort_5,Effort,7,3
S1340,MSLQ,5,Q10,2.06,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_FR_1,TLX,4,1
S1341,SelfEfficacy,6,Q9,6.7,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_8,Motivation,3,3
S1342,NASA_TLX,5,Q1,3.59,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_TD_5,TLX,1,3
S1343,MSLQ,7,Q9,2.84,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_TD_4,TLX,5,2
S1344,MSLQ,2,Q5,3.77,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Effort_1,Effort,4,2
S1345,MSLQ,7,Q2,2.95,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_9,SelfRegulation,6,3
S1346,MSLQ,10,Q3,4.39,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Persistence_4,Persistence,5,1
S1347,SelfEfficacy,7,Q5,5.37,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Confidence_7,Confidence,1,1
S1348,MSLQ,1,Q2,3.01,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_2,CognitiveStrategy,1,4
S1349,NASA_TLX,7,Q2,4.58,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_9,CognitiveStrategy,6,2
S1350,NASA_TLX,5,Q9,2.47,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_PD_2,TLX,2,4
S1351,MSLQ,3,Q3,5.03,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_SelfRegulation_2,SelfRegulation,7,3
S1352,NASA_TLX,3,Q5,4.42,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,1,3
S1353,MSLQ,4,Q5,5.08,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_FR_9,TLX,6,3
S1354,MSLQ,12,Q10,3.88,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Confidence_2,Confidence,7,3
S1355,NASA_TLX,2,Q4,3.56,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_5,Persistence,4,5
S1356,MSLQ,2,Q6,4.82,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_7,SelfRegulation,1,5
S1357,NASA_TLX,1,Q4,2.69,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Persistence_8,Persistence,7,2
S1358,SelfEfficacy,5,Q5,2.26,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_4,CognitiveStrategy,2,4
S1359,MSLQ,4,Q9,4,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Persistence_5,Persistence,4,5
S1360,SelfEfficacy,11,Q8,3.61,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_7,Confidence,7,1
S1361,NASA_TLX,10,Q5,4.55,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_7,Persistence,6,4
S1362,SelfEfficacy,2,Q1,5.09,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_8,CognitiveStrategy,1,3
S1363,SelfEfficacy,3,Q2,4.53,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_6,Effort,6,5
S1364,NASA_TLX,7,Q7,5.01,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_1,CognitiveStrategy,2,3
S1365,SelfEfficacy,7,Q5,4.32,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_E_9,TLX,6,5
S1366,SelfEfficacy,12,Q1,4.49,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_E_8,TLX,5,1
S1367,NASA_TLX,4,Q1,3.88,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,3,1
S1368,SelfEfficacy,5,Q6,4.47,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_1,CognitiveStrategy,3,5
S1369,NASA_TLX,5,Q3,4.17,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Confidence_2,Confidence,1,3
S1370,SelfEfficacy,6,Q5,4.33,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_TD_7,TLX,7,3
S1371,NASA_TLX,9,Q3,3.83,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_TD_1,TLX,2,1
S1372,NASA_TLX,2,Q8,4.81,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_PD_9,TLX,3,2
S1373,SelfEfficacy,5,Q9,3.29,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_FR_4,TLX,4,5
S1374,SelfEfficacy,12,Q7,3.98,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Effort_7,Effort,5,2
S1375,SelfEfficacy,3,Q9,5.31,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,4,3
S1376,MSLQ,4,Q1,3.05,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Persistence_4,Persistence,4,2
S1377,MSLQ,10,Q2,1.84,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_3,Persistence,5,2
S1378,MSLQ,6,Q2,4.37,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_TD_6,TLX,7,1
S1379,NASA_TLX,12,Q3,3.74,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_6,CognitiveStrategy,3,5
S1380,SelfEfficacy,8,Q9,5.01,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_CognitiveStrategy_4,CognitiveStrategy,6,5
S1381,NASA_TLX,1,Q1,3.87,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_6,Confidence,6,1
S1382,MSLQ,10,Q6,3.4,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_9,Persistence,7,2
S1383,SelfEfficacy,8,Q10,3.92,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_5,CognitiveStrategy,7,3
S1384,NASA_TLX,11,Q9,5.09,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_Motivation_2,Motivation,6,2
S1385,SelfEfficacy,7,Q3,4.58,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_CognitiveStrategy_4,CognitiveStrategy,2,4
S1386,NASA_TLX,1,Q7,1.57,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_4,CognitiveStrategy,6,2
S1387,SelfEfficacy,2,Q3,4.19,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_2,Effort,6,1
S1388,MSLQ,3,Q1,4.24,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Confidence_2,Confidence,3,2
S1389,MSLQ,1,Q5,3.98,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_Motivation_7,Motivation,5,3
S1390,SelfEfficacy,9,Q6,3.39,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Confidence_4,Confidence,2,1
S1391,NASA_TLX,8,Q1,5.19,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_Motivation_9,Motivation,4,5
S1392,MSLQ,2,Q6,5.24,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_E_3,TLX,6,1
S1393,MSLQ,9,Q4,1.8,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_PD_1,TLX,2,1
S1394,MSLQ,7,Q4,3.2,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Persistence_7,Persistence,3,3
S1395,SelfEfficacy,9,Q2,3.86,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_8,Persistence,6,3
S1396,SelfEfficacy,6,Q6,4.95,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_CognitiveStrategy_3,CognitiveStrategy,4,2
S1397,NASA_TLX,6,Q9,4.03,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_CognitiveStrategy_2,CognitiveStrategy,7,2
S1398,NASA_TLX,11,Q7,3.32,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_2,SelfRegulation,1,1
S1399,NASA_TLX,4,Q10,4.71,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_5,CognitiveStrategy,6,4
S1400,SelfEfficacy,10,Q3,3.79,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_5,Confidence,6,2
S1401,SelfEfficacy,10,Q4,3.88,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_3,Persistence,7,1
S1402,NASA_TLX,2,Q3,3.97,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_1,Motivation,2,2
