record_id,timestamp,event_id,user_id,course_id,course_name,group,gender,ai_accuracy,tpr_gap,fpr_gap,demographic_parity_diff,equalized_odds_diff,fairness_flag,ai_tone,feedback_interpretability,sensitive_topic,comments,y_pred,y_true,y_score
fair_7a38d4b5213b,2025-10-09T09:53:22+08:00,evt_688ff82eefc9,S1732,BSDS3001,Data Analytics Foundations,Control,M,0.74,0.012,0.103,0.15,0.057,Potential Bias,Critical,Opaque,Yes,Equalized odds achieved within acceptable range.,0,0,0.17259693502202303
fair_3549ee2e82f6,2025-10-05T15:02:22+08:00,evt_e35c33b6a273,S1891,BSDS3004,AI and Society,EDU-AI+High,Prefer not to say,0.63,0.01,0.088,0.14,0.049,Fair,Challenging,Partially Clear,No,Equalized odds achieved within acceptable range.,1,0,0.815684641803029
fair_5538c50af71c,2025-10-03T02:09:22+08:00,evt_0406881cb670,S1532,BSDS3004,AI and Society,EDU-AI,Non-binary,0.81,0.065,0.04,0.125,0.053,Fair,Critical,Opaque,No,Equalized odds achieved within acceptable range.,1,1,0.8057511373399325
fair_661d239b9b88,2025-09-29T13:05:22+08:00,evt_f21904d6b530,S1634,BSDS3001,Data Analytics Foundations,EDU-AI,Non-binary,0.81,0.012,0.066,0.008,0.039,Potential Bias,Challenging,Partially Clear,No,Potential annotation bias in reflective scoring model.,0,0,0.1157810410931974
fair_636a79f2261a,2025-10-02T07:12:22+08:00,evt_2ab5210368d5,S1012,BSDS3002,Machine Learning Applications,Control,F,0.78,0.086,0.05,0.17,0.068,Fair,Challenging,Partially Clear,No,AI feedback slightly more lenient for high-achieving students.,0,0,0.32153509917607137
fair_383aff061de0,2025-10-07T08:34:22+08:00,evt_d3c7cb943d10,S1119,BSDS3004,AI and Society,EDU-AI+High,Prefer not to say,0.96,0.007,0.032,0.047,0.019,Fair,Challenging,Opaque,No,,0,0,0.17752053997785786
fair_d713f6a1ee2b,2025-09-29T01:22:22+08:00,evt_ba5ed7bca2dc,S1920,BSDS3002,Machine Learning Applications,EDU-AI+High,M,0.77,0.083,0.003,0.145,0.043,Fair,Neutral,Opaque,No,,1,0,0.6911681046906312
fair_fd6b7a4cf051,2025-10-02T03:57:22+08:00,evt_dafc8a48ba9f,S1029,BSDS3002,Machine Learning Applications,EDU-AI,F,0.88,0.047,0.093,0.048,0.07,Fair,Encouraging,Clear,No,Equalized odds achieved within acceptable range.,0,0,0.3365057029856516
fair_7c58cd9d0f50,2025-09-30T01:35:22+08:00,evt_731de5f4f0ea,S1929,BSDS3002,Machine Learning Applications,EDU-AI+Low,M,0.74,0.067,0.098,0.169,0.083,Fair,Supportive,Partially Clear,No,,1,0,1.0
fair_79fa8799d4ad,2025-10-01T15:15:22+08:00,evt_da2d001c8723,S1165,BSDS3001,Data Analytics Foundations,EDU-AI+High,F,0.86,0.067,0.112,0.041,0.089,Audit Required,Neutral,Opaque,Yes,,1,0,0.9627972196949781
fair_171943c899a7,2025-10-06T11:57:22+08:00,evt_506c9aec3bdb,S1713,BSDS3003,Blockchain and FinTech Systems,EDU-AI+High,F,0.95,0.04,0.06,0.078,0.05,Fair,Neutral,Opaque,No,Equalized odds achieved within acceptable range.,1,1,0.8453736731493102
fair_b08cffbbe7dc,2025-10-04T07:03:22+08:00,evt_8efaa2764130,S1670,BSDS3002,Machine Learning Applications,EDU-AI,Non-binary,0.96,0.063,0.087,0.069,0.075,Fair,Neutral,Opaque,No,Equalized odds achieved within acceptable range.,0,1,0.21950817431596661
fair_7ef795ff9623,2025-10-06T14:12:22+08:00,evt_7cced2794a39,S1795,BSDS3003,Blockchain and FinTech Systems,EDU-AI,M,0.63,0.033,0.078,0.047,0.056,Fair,Neutral,Opaque,No,Detected mild performance disparity between gender groups.,0,1,0.2008161484582021
fair_60f406d14944,2025-10-07T07:59:22+08:00,evt_4bd43a63a598,S1902,BSDS3004,AI and Society,EDU-AI,F,0.89,0.126,0.094,0.006,0.11,Fair,Neutral,Partially Clear,No,Equalized odds achieved within acceptable range.,0,1,0.06372823585372861
fair_e0b4591e2acd,2025-09-29T13:48:22+08:00,evt_33047f1ffad2,S1420,BSDS3004,AI and Society,EDU-AI+Low,Non-binary,0.71,0.039,0.108,0.015,0.073,Fair,Challenging,Partially Clear,No,Detected mild performance disparity between gender groups.,1,1,0.7606532701577526
fair_169de2190056,2025-09-28T01:34:22+08:00,evt_f1fa3d2d818c,S1615,BSDS3001,Data Analytics Foundations,EDU-AI+Low,Non-binary,0.69,0.016,0.082,0.032,0.049,Fair,Neutral,Opaque,No,Equalized odds achieved within acceptable range.,1,1,0.6740181718217689
fair_f9dc6017f046,2025-10-06T06:16:22+08:00,evt_bb890ab42631,S1516,BSDS3003,Blockchain and FinTech Systems,Control,Non-binary,0.65,0.047,0.017,0.096,0.032,Fair,Neutral,Opaque,No,Potential annotation bias in reflective scoring model.,0,0,0.2573856764589794
fair_d843bee91cbf,2025-10-04T14:15:22+08:00,evt_382bcb7bdd2f,S1847,BSDS3004,AI and Society,Control,F,0.89,0.022,0.061,0.168,0.041,Fair,Challenging,Partially Clear,No,AI feedback slightly more lenient for high-achieving students.,1,0,0.5917195535762123
fair_78ffc7bb08fb,2025-10-02T12:32:22+08:00,evt_6df3426d1b03,S1979,BSDS3002,Machine Learning Applications,EDU-AI,F,0.71,0.012,0.038,0.096,0.025,Potential Bias,Neutral,Opaque,Yes,Audit required due to high demographic disparity.,0,0,0.3376160948455759
fair_b08e3d587221,2025-09-27T13:42:22+08:00,evt_dffb3a6f799f,S1787,BSDS3002,Machine Learning Applications,EDU-AI,Prefer not to say,0.84,0.149,0.08,0.077,0.114,Fair,Encouraging,Opaque,No,Potential annotation bias in reflective scoring model.,0,0,0.2947715836684799
fair_2b6905c0491e,2025-10-04T06:15:22+08:00,evt_f13f1e69b398,S1227,BSDS3001,Data Analytics Foundations,EDU-AI+Low,Prefer not to say,0.71,0.135,0.022,0.049,0.079,Fair,Critical,Clear,No,Detected mild performance disparity between gender groups.,0,0,0.10725900410177634
fair_4f7385016d4c,2025-10-03T13:52:22+08:00,evt_8804d17e7064,S1334,BSDS3002,Machine Learning Applications,EDU-AI+High,Non-binary,0.67,0.112,0.106,0.075,0.109,Fair,Encouraging,Opaque,No,Equalized odds achieved within acceptable range.,1,0,0.8342376055256588
fair_872dcdbf7427,2025-10-04T11:01:22+08:00,evt_b27abffc31a4,S1370,BSDS3002,Machine Learning Applications,EDU-AI,Prefer not to say,0.78,0.066,0.042,0.104,0.054,Potential Bias,Challenging,Opaque,Yes,Equalized odds achieved within acceptable range.,1,0,0.6653916231334635
fair_ce27dc12eab0,2025-09-27T05:20:22+08:00,evt_fbd7bcf9ebaf,S1673,BSDS3003,Blockchain and FinTech Systems,EDU-AI+High,F,0.85,0.127,0.091,0.043,0.109,Audit Required,Neutral,Partially Clear,No,Equalized odds achieved within acceptable range.,0,0,0.06169422750024726
fair_eca80ec8128d,2025-10-02T10:17:22+08:00,evt_25e8b5d083ef,S1394,BSDS3001,Data Analytics Foundations,EDU-AI,Non-binary,0.83,0.053,0.001,0.157,0.027,Fair,Neutral,Clear,No,Detected mild performance disparity between gender groups.,1,0,0.5723634615081756
fair_af560b858d1b,2025-10-07T02:43:22+08:00,evt_18cc123d004d,S1292,BSDS3004,AI and Society,EDU-AI,F,0.68,0.028,0.019,0.179,0.024,Fair,Encouraging,Clear,No,AI feedback slightly more lenient for high-achieving students.,1,1,0.7164803426073305
fair_e99e8c876861,2025-09-28T07:23:22+08:00,evt_4cff9d51f56d,S1417,BSDS3004,AI and Society,EDU-AI+Low,Prefer not to say,0.78,0.068,0.013,0.042,0.041,Fair,Critical,Partially Clear,No,Equalized odds achieved within acceptable range.,0,1,0.22529534657133338
fair_8cb18bc7f564,2025-10-09T12:44:22+08:00,evt_6659257483d3,S1797,BSDS3004,AI and Society,EDU-AI,M,0.64,0.046,0.026,0.166,0.036,Fair,Encouraging,Opaque,No,Potential annotation bias in reflective scoring model.,0,1,0.23239111127654385
fair_c976607fb0b1,2025-09-30T02:36:22+08:00,evt_287be9e7285d,S1682,BSDS3002,Machine Learning Applications,EDU-AI,M,0.61,0.124,0.093,0.041,0.108,Fair,Supportive,Partially Clear,No,,0,0,0.27731220471157497
fair_25f321aad91a,2025-10-04T04:38:22+08:00,evt_b8558cd5865b,S1278,BSDS3004,AI and Society,Control,M,0.84,0.093,0.031,0.063,0.062,Fair,Critical,Clear,No,Audit required due to high demographic disparity.,0,0,0.15841972929042555
fair_785796996c28,2025-10-03T10:07:22+08:00,evt_55a40977a479,S1280,BSDS3001,Data Analytics Foundations,EDU-AI,M,0.89,0.146,0.086,0.143,0.116,Potential Bias,Critical,Partially Clear,No,Equalized odds achieved within acceptable range.,1,1,0.7030878668128285
fair_f0575555e7ab,2025-09-27T02:52:22+08:00,evt_2e0be80cf905,S1259,BSDS3003,Blockchain and FinTech Systems,EDU-AI+Low,Prefer not to say,0.78,0.116,0.102,0.095,0.109,Potential Bias,Neutral,Partially Clear,No,Detected mild performance disparity between gender groups.,0,0,0.44392188735227184
fair_0a62fe285018,2025-10-05T13:43:22+08:00,evt_e5e6acb169f8,S1096,BSDS3003,Blockchain and FinTech Systems,EDU-AI+Low,M,0.74,0.01,0.08,0.025,0.045,Potential Bias,Challenging,Opaque,No,Audit required due to high demographic disparity.,0,0,0.0982402877835041
fair_825758d2a18e,2025-10-01T03:47:22+08:00,evt_91d2622c53d5,S1608,BSDS3001,Data Analytics Foundations,EDU-AI+High,Prefer not to say,0.74,0.077,0.013,0.121,0.045,Fair,Critical,Partially Clear,No,AI feedback slightly more lenient for high-achieving students.,0,0,0.19367940694301128
fair_bdc34722eddc,2025-10-01T15:20:22+08:00,evt_0526bfb7340d,S1568,BSDS3001,Data Analytics Foundations,EDU-AI,Non-binary,0.82,0.086,0.032,0.089,0.059,Fair,Neutral,Partially Clear,No,Potential annotation bias in reflective scoring model.,0,0,0.24983025536801234
fair_f062384ae230,2025-10-09T11:35:22+08:00,evt_53079ced9b7b,S1979,BSDS3003,Blockchain and FinTech Systems,Control,M,0.61,0.096,0.083,0.077,0.089,Fair,Neutral,Clear,No,AI feedback slightly more lenient for high-achieving students.,1,0,0.6738199447722859
fair_25c73e9e8943,2025-10-02T00:42:22+08:00,evt_60c579bf4882,S1760,BSDS3001,Data Analytics Foundations,EDU-AI+High,Prefer not to say,0.84,0.146,0.015,0.02,0.08,Fair,Encouraging,Opaque,No,AI feedback slightly more lenient for high-achieving students.,0,0,0.3611704081694424
fair_f8c520e44367,2025-10-03T00:57:22+08:00,evt_6c613234698b,S1489,BSDS3004,AI and Society,EDU-AI+Low,F,0.74,0.082,0.019,0.112,0.051,Fair,Neutral,Opaque,No,,1,0,0.7442803146194816
fair_32504a3b9e7a,2025-10-01T11:11:22+08:00,evt_bc6a4691dff8,S1822,BSDS3001,Data Analytics Foundations,EDU-AI+High,F,0.74,0.025,0.115,0.03,0.07,Potential Bias,Neutral,Clear,Yes,Equalized odds achieved within acceptable range.,1,1,0.6057946097231425
fair_1134145e6972,2025-09-26T12:16:22+08:00,evt_1003e9ed2b7a,S1848,BSDS3001,Data Analytics Foundations,EDU-AI+High,F,0.82,0.075,0.047,0.03,0.061,Fair,Challenging,Opaque,No,Potential annotation bias in reflective scoring model.,1,0,0.7935827165884436
fair_d137609b8e85,2025-10-01T02:02:22+08:00,evt_9686c5511ba9,S1865,BSDS3002,Machine Learning Applications,EDU-AI,Non-binary,0.62,0.008,0.064,0.095,0.036,Fair,Challenging,Clear,No,AI feedback slightly more lenient for high-achieving students.,1,0,0.6205761224836719
fair_d4bc9a5b248a,2025-09-29T10:21:22+08:00,evt_8e68584f68f4,S1616,BSDS3004,AI and Society,EDU-AI,Non-binary,0.71,0.014,0.061,0.015,0.037,Audit Required,Encouraging,Opaque,Yes,Equalized odds achieved within acceptable range.,1,1,0.7129567025129097
fair_1f1b8e8a2e88,2025-10-08T06:28:22+08:00,evt_6c5232edfb92,S1430,BSDS3002,Machine Learning Applications,Control,Prefer not to say,0.77,0.06,0.069,0.036,0.065,Potential Bias,Neutral,Opaque,No,Audit required due to high demographic disparity.,1,0,0.6475177375872037
fair_dd986e3e6187,2025-10-07T03:24:22+08:00,evt_850b3b619ddb,S1008,BSDS3003,Blockchain and FinTech Systems,EDU-AI+High,Prefer not to say,0.61,0.101,0.082,0.016,0.091,Fair,Encouraging,Clear,No,Equalized odds achieved within acceptable range.,0,0,0.37021727544757466
fair_711a6733a202,2025-09-26T10:32:22+08:00,evt_09d6fdcacd4e,S1467,BSDS3003,Blockchain and FinTech Systems,EDU-AI+High,Prefer not to say,0.83,0.06,0.052,0.153,0.056,Fair,Challenging,Partially Clear,No,Audit required due to high demographic disparity.,1,1,0.6168842819435015
fair_2d81bcc84c68,2025-10-07T13:57:22+08:00,evt_8d1f2ba998d3,S1014,BSDS3002,Machine Learning Applications,EDU-AI+High,F,0.61,0.026,0.014,0.016,0.02,Fair,Neutral,Clear,No,Equalized odds achieved within acceptable range.,0,1,0.3325612498448498
fair_370119d8af38,2025-10-09T04:31:22+08:00,evt_ca67db62bfc9,S1372,BSDS3003,Blockchain and FinTech Systems,EDU-AI+Low,Prefer not to say,0.67,0.146,0.014,0.073,0.08,Fair,Critical,Clear,No,,0,0,0.4212008304373238
fair_6c37c79a1602,2025-09-29T00:46:22+08:00,evt_286b12ed4280,S1950,BSDS3004,AI and Society,EDU-AI,Prefer not to say,0.74,0.135,0.058,0.079,0.097,Potential Bias,Supportive,Opaque,Yes,Audit required due to high demographic disparity.,0,0,0.2500249565140502
fair_656bb17aab6a,2025-10-07T03:15:22+08:00,evt_0169f4a98adf,S1914,BSDS3002,Machine Learning Applications,Control,Prefer not to say,0.69,0.067,0.069,0.012,0.068,Fair,Challenging,Opaque,No,Detected mild performance disparity between gender groups.,0,0,0.1386907247320274
fair_d6f3a59cf5a7,2025-10-09T04:09:22+08:00,evt_b228e75ea08c,S1069,BSDS3003,Blockchain and FinTech Systems,Control,Non-binary,0.85,0.111,0.019,0.108,0.065,Fair,Encouraging,Partially Clear,No,AI feedback slightly more lenient for high-achieving students.,0,0,0.2390547216020857
fair_4fd02cc2ce99,2025-10-08T10:15:22+08:00,evt_720f637b5802,S1763,BSDS3004,AI and Society,EDU-AI+Low,Non-binary,0.67,0.099,0.097,0.107,0.098,Fair,Challenging,Opaque,No,Equalized odds achieved within acceptable range.,1,1,0.9026896109846393
fair_45298fc78018,2025-09-30T11:08:22+08:00,evt_256181662b0e,S1204,BSDS3004,AI and Society,EDU-AI+Low,F,0.68,0.15,0.029,0.04,0.089,Potential Bias,Critical,Clear,No,Detected mild performance disparity between gender groups.,1,0,0.8312251830561918
fair_a04e38a602b1,2025-09-25T07:26:22+08:00,evt_a564de168e30,S1691,BSDS3003,Blockchain and FinTech Systems,EDU-AI+Low,Prefer not to say,0.85,0.054,0.101,0.139,0.077,Fair,Critical,Clear,No,AI feedback slightly more lenient for high-achieving students.,1,0,0.7247100798313575
fair_172710b16822,2025-09-27T01:13:22+08:00,evt_752b344f74b1,S1559,BSDS3001,Data Analytics Foundations,Control,Non-binary,0.74,0.068,0.054,0.088,0.061,Fair,Encouraging,Clear,No,Equalized odds achieved within acceptable range.,1,1,0.8225918334736924
fair_a64d1bac8527,2025-10-09T06:21:22+08:00,evt_8e7d262ab632,S1107,BSDS3003,Blockchain and FinTech Systems,EDU-AI,F,0.7,0.089,0.02,0.163,0.054,Potential Bias,Challenging,Opaque,Yes,,1,1,0.6811102735459149
fair_f3337a239305,2025-10-03T12:20:22+08:00,evt_b08da825bd1f,S1919,BSDS3004,AI and Society,EDU-AI+High,Non-binary,0.79,0.033,0.05,0.132,0.042,Audit Required,Critical,Partially Clear,No,Detected mild performance disparity between gender groups.,1,0,0.8948491386616945
fair_42ccccb8b5e3,2025-09-25T05:30:22+08:00,evt_c5750c07cc7f,S1198,BSDS3002,Machine Learning Applications,EDU-AI,M,0.81,0.079,0.002,0.01,0.041,Fair,Neutral,Partially Clear,No,Detected mild performance disparity between gender groups.,0,0,0.1511777089419861
fair_08d5bcb6f7bd,2025-09-27T09:35:22+08:00,evt_c6ee80099032,S1099,BSDS3004,AI and Society,EDU-AI+Low,M,0.67,0.145,0.082,0.059,0.113,Fair,Critical,Opaque,No,Audit required due to high demographic disparity.,0,0,0.3542948423448372
fair_99052a65a3ed,2025-10-09T01:55:22+08:00,evt_45ac8a6afd0e,S1602,BSDS3003,Blockchain and FinTech Systems,EDU-AI+Low,M,0.92,0.006,0.092,0.032,0.049,Potential Bias,Critical,Partially Clear,Yes,Detected mild performance disparity between gender groups.,1,0,0.8255385523473681
fair_179bb298e8bb,2025-09-27T13:26:22+08:00,evt_0c6467ada0bb,S1369,BSDS3002,Machine Learning Applications,EDU-AI,F,0.74,0.117,0.059,0.1,0.088,Fair,Critical,Opaque,No,AI feedback slightly more lenient for high-achieving students.,0,1,0.17561409505940834
fair_c77f8fa73a9b,2025-09-26T07:14:22+08:00,evt_e7e247c861cc,S1379,BSDS3002,Machine Learning Applications,EDU-AI+High,M,0.7,0.101,0.084,0.035,0.092,Potential Bias,Supportive,Partially Clear,Yes,Audit required due to high demographic disparity.,1,1,0.4814404710347568
fair_80348287da9f,2025-09-30T09:19:22+08:00,evt_b473e031fb24,S1135,BSDS3001,Data Analytics Foundations,EDU-AI,M,0.73,0.114,0.002,0.031,0.058,Fair,Encouraging,Opaque,No,AI feedback slightly more lenient for high-achieving students.,0,0,0.3606103844534024
fair_9244fd60c9b9,2025-10-07T08:48:22+08:00,evt_b2450e1adc74,S1094,BSDS3001,Data Analytics Foundations,EDU-AI+High,M,0.62,0.074,0.111,0.084,0.092,Fair,Supportive,Opaque,No,Potential annotation bias in reflective scoring model.,1,1,0.7026177480381538
fair_42a8bdf7e992,2025-10-08T09:26:22+08:00,evt_559d766552f1,S1867,BSDS3001,Data Analytics Foundations,Control,Prefer not to say,0.96,0.013,0.006,0.079,0.009,Fair,Encouraging,Opaque,No,Audit required due to high demographic disparity.,1,1,0.5571487748199773
fair_4f38a9bd789b,2025-09-29T01:58:22+08:00,evt_995ea95d6fe1,S1001,BSDS3004,AI and Society,EDU-AI+Low,M,0.7,0.093,0.012,0.066,0.052,Fair,Encouraging,Opaque,No,Audit required due to high demographic disparity.,0,1,0.3725346990094989
fair_f9b082eb1d03,2025-10-07T01:22:22+08:00,evt_e0568aea1773,S1272,BSDS3003,Blockchain and FinTech Systems,Control,Non-binary,0.94,0.132,0.05,0.084,0.091,Fair,Challenging,Partially Clear,No,Equalized odds achieved within acceptable range.,1,1,0.6551641811807158
fair_5c87da870e6b,2025-09-27T06:38:22+08:00,evt_403686be1d7f,S1581,BSDS3004,AI and Society,EDU-AI+High,M,0.94,0.097,0.068,0.134,0.083,Fair,Supportive,Partially Clear,No,Audit required due to high demographic disparity.,0,1,0.3791827334523485
fair_91323ff41788,2025-09-26T10:53:22+08:00,evt_0105fe55a2bb,S1124,BSDS3004,AI and Society,EDU-AI+High,M,0.81,0.005,0.003,0.141,0.004,Fair,Encouraging,Clear,No,Detected mild performance disparity between gender groups.,0,0,0.16387063755273534
fair_542d89614d27,2025-09-30T12:43:22+08:00,evt_83bcf205c8e3,S1424,BSDS3002,Machine Learning Applications,EDU-AI+High,Non-binary,0.94,0.138,0.043,0.04,0.09,Potential Bias,Critical,Opaque,No,Equalized odds achieved within acceptable range.,1,0,1.0
fair_c74c8198110f,2025-09-30T06:44:22+08:00,evt_a0b9e79dfb00,S1883,BSDS3003,Blockchain and FinTech Systems,EDU-AI+High,Non-binary,0.9,0.005,0.052,0.014,0.028,Potential Bias,Supportive,Opaque,No,Potential annotation bias in reflective scoring model.,1,0,0.7105740596615886
fair_7843d7d25e31,2025-09-27T08:14:22+08:00,evt_b4b509536f77,S1472,BSDS3001,Data Analytics Foundations,EDU-AI+High,Non-binary,0.84,0.023,0.098,0.153,0.06,Fair,Encouraging,Clear,No,Detected mild performance disparity between gender groups.,0,1,0.3260435158967797
fair_49ba61eddfb8,2025-09-28T07:06:22+08:00,evt_69564e4a1319,S1949,BSDS3001,Data Analytics Foundations,EDU-AI+Low,F,0.61,0.121,0.033,0.006,0.077,Fair,Encouraging,Partially Clear,No,Detected mild performance disparity between gender groups.,1,1,0.7578846475380564
fair_65eb6f140e5d,2025-09-30T03:22:22+08:00,evt_87d78ae38c36,S1092,BSDS3004,AI and Society,EDU-AI,M,0.69,0.024,0.118,0.074,0.071,Fair,Supportive,Opaque,No,,1,1,0.7770925778970749
fair_610df206cf75,2025-09-26T13:36:22+08:00,evt_439d73456b8f,S1198,BSDS3001,Data Analytics Foundations,EDU-AI,Non-binary,0.74,0.042,0.08,0.078,0.061,Audit Required,Neutral,Opaque,Yes,Equalized odds achieved within acceptable range.,1,0,0.6340370182713819
fair_94c605fec6c2,2025-09-27T14:48:22+08:00,evt_3f9098084770,S1552,BSDS3001,Data Analytics Foundations,EDU-AI,M,0.81,0.111,0.097,0.179,0.104,Fair,Encouraging,Opaque,No,Potential annotation bias in reflective scoring model.,0,1,0.29487450659511166
fair_e4c68916b511,2025-10-08T12:50:22+08:00,evt_19e4f4554200,S1186,BSDS3001,Data Analytics Foundations,EDU-AI+Low,M,0.66,0.014,0.036,0.101,0.025,Potential Bias,Supportive,Partially Clear,Yes,,1,0,0.6732851774182794
fair_4e62b7d9e5dc,2025-10-04T13:26:22+08:00,evt_032a4dfe8132,S1556,BSDS3001,Data Analytics Foundations,Control,Non-binary,0.84,0.125,0.096,0.126,0.111,Fair,Neutral,Opaque,No,Audit required due to high demographic disparity.,1,0,0.8262168571713309
fair_cbab45f44ce3,2025-10-02T00:57:22+08:00,evt_a751ee37fe2d,S1672,BSDS3004,AI and Society,EDU-AI,M,0.61,0.053,0.083,0.124,0.068,Potential Bias,Supportive,Opaque,Yes,AI feedback slightly more lenient for high-achieving students.,0,0,0.35279940179643715
fair_8f7c1f7c70d2,2025-09-26T10:37:22+08:00,evt_3cfb1ffef7b8,S1068,BSDS3004,AI and Society,EDU-AI+Low,Prefer not to say,0.97,0.05,0.064,0.166,0.057,Potential Bias,Critical,Partially Clear,No,Detected mild performance disparity between gender groups.,0,0,0.14274318567026345
fair_d7c8145f43bb,2025-09-30T03:53:22+08:00,evt_a710ca05ace5,S1696,BSDS3002,Machine Learning Applications,Control,F,0.84,0.024,0.014,0.083,0.019,Fair,Critical,Clear,No,,0,0,0.2320127456402658
fair_f7483e72dc5b,2025-09-30T15:14:22+08:00,evt_6164638335da,S1101,BSDS3001,Data Analytics Foundations,Control,Non-binary,0.94,0.03,0.025,0.15,0.028,Fair,Critical,Clear,No,Audit required due to high demographic disparity.,0,0,0.10184242297750902
fair_7b33a917275d,2025-10-07T12:24:22+08:00,evt_bcdf8fe06c29,S1799,BSDS3004,AI and Society,Control,M,0.86,0.059,0.017,0.067,0.038,Fair,Challenging,Clear,No,Potential annotation bias in reflective scoring model.,0,0,0.2941041810823598
fair_8ff145758e50,2025-09-26T09:26:22+08:00,evt_f0fb566bff82,S1671,BSDS3003,Blockchain and FinTech Systems,EDU-AI,M,0.77,0.009,0.062,0.021,0.035,Potential Bias,Encouraging,Partially Clear,No,Audit required due to high demographic disparity.,0,0,0.0881632223942951
fair_af66992b3e16,2025-09-26T05:00:22+08:00,evt_f5168e3a0ad9,S1898,BSDS3003,Blockchain and FinTech Systems,EDU-AI,F,0.66,0.006,0.042,0.116,0.024,Fair,Supportive,Clear,No,,0,1,0.384225941034571
fair_dac6bb650666,2025-09-30T10:10:22+08:00,evt_c494bfc7f209,S1251,BSDS3001,Data Analytics Foundations,EDU-AI,M,0.96,0.129,0.055,0.094,0.092,Fair,Supportive,Clear,No,Equalized odds achieved within acceptable range.,1,0,0.7453629330806126
fair_bf8231cde581,2025-10-04T03:16:22+08:00,evt_63ead30df30a,S1314,BSDS3001,Data Analytics Foundations,Control,F,0.85,0.119,0.056,0.078,0.087,Fair,Encouraging,Opaque,No,Equalized odds achieved within acceptable range.,1,1,0.6503948076535214
fair_3f79b7d41712,2025-10-03T11:54:22+08:00,evt_3abe22589885,S1691,BSDS3002,Machine Learning Applications,EDU-AI+High,M,0.93,0.088,0.092,0.154,0.09,Fair,Neutral,Opaque,No,Equalized odds achieved within acceptable range.,0,0,0.22955654590486832
fair_1e134cb69082,2025-09-27T00:25:22+08:00,evt_ce662a53fa57,S1965,BSDS3002,Machine Learning Applications,EDU-AI+High,M,0.68,0.119,0.043,0.11,0.081,Fair,Supportive,Opaque,No,,1,0,0.7906354169029817
fair_621b2b691005,2025-10-02T14:24:22+08:00,evt_cf47d7cb231e,S1850,BSDS3003,Blockchain and FinTech Systems,EDU-AI+High,F,0.6,0.15,0.092,0.082,0.121,Fair,Supportive,Partially Clear,No,Equalized odds achieved within acceptable range.,1,0,0.7404935330839627
fair_385127bc463d,2025-10-03T08:41:22+08:00,evt_cdb1497448ed,S1666,BSDS3002,Machine Learning Applications,Control,Prefer not to say,0.93,0.029,0.113,0.132,0.071,Fair,Critical,Opaque,No,Audit required due to high demographic disparity.,1,1,0.7906900000422897
fair_6ac53fc4e4a4,2025-10-09T14:58:22+08:00,evt_f2e24bab2b3c,S1160,BSDS3002,Machine Learning Applications,EDU-AI+Low,F,0.87,0.035,0.031,0.123,0.033,Fair,Neutral,Partially Clear,No,AI feedback slightly more lenient for high-achieving students.,1,0,0.7940622290368524
fair_3ac2cb97440d,2025-10-02T13:04:22+08:00,evt_798a3c205b58,S1931,BSDS3002,Machine Learning Applications,EDU-AI,Prefer not to say,0.87,0.067,0.088,0.136,0.077,Fair,Supportive,Partially Clear,No,,1,0,0.7088503296597144
fair_5d7a390f75c4,2025-10-03T01:50:22+08:00,evt_47a3f1808b32,S1446,BSDS3004,AI and Society,EDU-AI+High,M,0.67,0.118,0.118,0.096,0.118,Fair,Supportive,Partially Clear,No,Potential annotation bias in reflective scoring model.,0,1,0.1633061236921531
fair_92576251ec96,2025-10-09T03:46:22+08:00,evt_a40c2747c07f,S1894,BSDS3001,Data Analytics Foundations,EDU-AI,Prefer not to say,0.74,0.053,0.042,0.148,0.048,Potential Bias,Critical,Opaque,Yes,AI feedback slightly more lenient for high-achieving students.,0,1,0.04343609690360471
fair_5eac01b43ef9,2025-09-30T09:40:22+08:00,evt_19b662fca9b9,S1596,BSDS3004,AI and Society,EDU-AI+Low,M,0.69,0.107,0.078,0.059,0.092,Potential Bias,Supportive,Clear,No,Detected mild performance disparity between gender groups.,1,0,0.5761633486888496
fair_dfb286c6f870,2025-10-07T01:06:22+08:00,evt_8a7caf989b37,S1869,BSDS3004,AI and Society,EDU-AI+Low,Non-binary,0.92,0.043,0.028,0.076,0.035,Fair,Encouraging,Partially Clear,No,AI feedback slightly more lenient for high-achieving students.,0,0,0.33544943963406815
fair_2b144ec0ea2a,2025-10-08T08:52:22+08:00,evt_7257515f9ef0,S1329,BSDS3004,AI and Society,EDU-AI+Low,M,0.62,0.01,0.118,0.015,0.064,Fair,Neutral,Opaque,No,,0,0,0.26617861974567053
fair_23b81310b224,2025-10-01T12:06:22+08:00,evt_129614d29cd2,S1774,BSDS3002,Machine Learning Applications,Control,F,0.78,0.09,0.088,0.061,0.089,Fair,Supportive,Opaque,No,,0,0,0.2275118620455972
fair_9009109c2d2a,2025-10-04T15:14:22+08:00,evt_8a1287bb5d97,S1922,BSDS3002,Machine Learning Applications,EDU-AI,F,0.87,0.006,0.119,0.06,0.062,Fair,Encouraging,Clear,No,Detected mild performance disparity between gender groups.,0,0,0.15151645068081532
fair_59d790eeee59,2025-10-03T13:34:22+08:00,evt_a1a0db62eb80,S1540,BSDS3001,Data Analytics Foundations,EDU-AI+Low,Prefer not to say,0.84,0.112,0.034,0.046,0.073,Potential Bias,Challenging,Opaque,Yes,,0,1,0.479046091153466
