event_id,timestamp,user_id,session_id,sequence_index,event_type,activity_name,page,course_id,course_name,exercise_id,resource_id,reflection_id,device,browser,os,network_type,referrer,latency_ms,error_code,success_flag,dwell_time_sec,session_duration_sec,inactivity_seconds,tab_switch_count
evt_f2dc700571f0452c,2025-09-30T00:38:58+08:00,S1746,sess_9be777cf9e78,16,end_session,End Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Firefox,macOS,wifi,lms,160,,0,38.16,2023.0,94,0
evt_a803428a031c4579,2025-10-05T00:56:14+08:00,S1763,sess_c9f40dd693c6,19,open_course,Open Course,/course/overview,BSDS3003,Blockchain and FinTech Systems,,,,Tablet,Safari,Windows,ethernet,direct,115,,0,10.73,412.5,22,1
evt_d5eae1fd872b4eae,2025-10-01T01:40:58+08:00,S1388,sess_eaf1e5495a99,35,start_exercise,Start Exercise,/exercise,BSDS3001,Data Analytics Foundations,EX929,,,Laptop,Firefox,Windows,5g,lms,44,ERR_TIMEOUT,0,25.96,1382.3,379,3
evt_1e4c7a4917fc4471,2025-10-06T03:16:11+08:00,S1269,sess_17fc753e6271,3,open_resource,Open Resource,/resources/article,BSDS3003,Blockchain and FinTech Systems,,RES111,,Laptop,Firefox,macOS,wifi,direct,172,,0,30.6,1275.9,5,0
evt_eaf25aa1d4a64e8c,2025-09-28T23:02:40+08:00,S1909,sess_214fe5f725ee,3,start_exercise,Start Exercise,/exercise,BSDS3004,AI and Society,EX259,,,Mobile,Safari,Windows,wifi,search,132,,0,38.83,591.2,496,2
evt_2bc311d989a14213,2025-10-07T21:57:39+08:00,S1099,sess_cd404a56d4d9,8,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Desktop,Chrome,Windows,ethernet,direct,163,ERR_VALIDATION,0,12.14,610.1,60,1
evt_c47632d17e48494e,2025-10-04T20:43:40+08:00,S1985,sess_bfad9d06551b,34,edit_solution,Edit Solution,/exercise/edit,BSDS3003,Blockchain and FinTech Systems,EX908,,,Desktop,Chrome,macOS,4g,search,65,ERR_VALIDATION,0,9.64,1594.1,528,1
evt_8681a7920b6b4cd0,2025-10-03T03:30:52+08:00,S1128,sess_5319766d4b78,7,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES933,,Laptop,Firefox,Windows,ethernet,lms,108,ERR_VALIDATION,0,33.18,75.6,3,0
evt_129f7366eb2c4463,2025-10-04T01:09:16+08:00,S1278,sess_935c629259b6,3,view_hint,View Hint,/exercise/hints,BSDS3002,Machine Learning Applications,,,,Laptop,Safari,iOS,wifi,lms,280,ERR_500,0,14.84,47.4,6,3
evt_c2996a73721a4c24,2025-09-28T02:47:13+08:00,S1648,sess_0c3efc09b1e6,37,start_session,Start Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Desktop,Chrome,macOS,wifi,internal_link,193,ERR_VALIDATION,0,17.39,1544.1,113,0
evt_3d30259aea6e4f67,2025-09-27T02:34:09+08:00,S1523,sess_76d5a24cc7f2,5,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Tablet,Edge,macOS,ethernet,direct,195,ERR_TIMEOUT,0,13.05,1218.3,90,1
evt_32bdb4fcffb34299,2025-10-02T17:31:39+08:00,S1457,sess_c64decc9fbc0,27,open_course,Open Course,/course/overview,BSDS3003,Blockchain and FinTech Systems,,,,Tablet,Safari,macOS,wifi,direct,223,ERR_VALIDATION,0,15.63,1434.8,94,1
evt_3d66830c7a1c4af1,2025-10-01T19:54:49+08:00,S1809,sess_fe9acc854114,40,submit_solution,Submit Solution,/exercise/submit,BSDS3001,Data Analytics Foundations,EX350,,,Desktop,Chrome,Windows,ethernet,direct,176,ERR_VALIDATION,0,5.72,451.8,100,1
evt_2e2507ba48c64ee5,2025-09-26T01:32:25+08:00,S1902,sess_bfcac174c69a,26,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Mobile,Chrome,Android,ethernet,direct,132,ERR_500,0,2.83,982.9,107,0
evt_2860007fbbab48ee,2025-09-26T06:16:59+08:00,S1126,sess_ba5d8e5f7a24,16,view_hint,View Hint,/exercise/hints,BSDS3002,Machine Learning Applications,,,,Desktop,Safari,Windows,wifi,lms,142,,0,19.15,923.1,55,2
evt_19497a60ad0e434b,2025-10-04T21:53:35+08:00,S1285,sess_d6a13f68a1d4,8,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Tablet,Chrome,macOS,4g,search,102,,0,23.64,1134.3,120,1
evt_c19b3f2d7bc14256,2025-10-01T03:18:06+08:00,S1896,sess_3607fb759bba,10,end_session,End Session,/dashboard,BSDS3004,AI and Society,,,,Desktop,Chrome,Linux,wifi,email,308,,0,9.12,670.0,35,0
evt_ba59846a7d1a41c9,2025-10-04T16:59:58+08:00,S1491,sess_847a72735730,39,start_session,Start Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Mobile,Chrome,macOS,wifi,search,174,ERR_500,0,0.83,995.5,25,0
evt_63f130709cac4245,2025-10-07T18:48:39+08:00,S1432,sess_de66290f9fe3,20,open_course,Open Course,/course/overview,BSDS3002,Machine Learning Applications,,,,Laptop,Chrome,Windows,wifi,email,125,ERR_500,0,0.53,1263.1,41,0
evt_d8904164b20044b5,2025-10-04T18:49:54+08:00,S1774,sess_39ebc8e28c2b,11,end_session,End Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Tablet,Safari,Android,wifi,internal_link,124,ERR_TIMEOUT,0,34.33,1614.1,95,0
evt_cf036967e7784eb9,2025-10-01T06:12:19+08:00,S1236,sess_7a04b50c93b9,30,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Mobile,Chrome,Windows,wifi,direct,53,ERR_500,0,12.3,1321.2,25,0
evt_66f6bfdbbdbc4f51,2025-09-27T17:33:11+08:00,S1461,sess_9af1bc17986e,38,start_exercise,Start Exercise,/exercise,BSDS3004,AI and Society,EX568,,,Desktop,Safari,macOS,wifi,direct,264,,0,43.92,588.1,321,2
evt_06af35388d964a06,2025-10-07T04:46:32+08:00,S1249,sess_71177495e973,20,open_course,Open Course,/course/overview,BSDS3002,Machine Learning Applications,,,,Desktop,Safari,Linux,wifi,internal_link,55,ERR_VALIDATION,0,35.69,695.6,104,0
evt_34350be1af5e4e8e,2025-10-07T05:21:50+08:00,S1716,sess_a961490e22cb,19,edit_solution,Edit Solution,/exercise/edit,BSDS3003,Blockchain and FinTech Systems,EX162,,,Tablet,Safari,Windows,wifi,direct,149,,0,18.15,644.2,209,4
evt_7dce968a0ce24739,2025-09-26T21:11:40+08:00,S1306,sess_61b6138f9a8b,27,open_resource,Open Resource,/resources/article,BSDS3004,AI and Society,,RES629,,Laptop,Chrome,Windows,wifi,direct,59,ERR_VALIDATION,0,18.43,1919.8,62,1
evt_231f38686d014590,2025-10-06T02:37:26+08:00,S1511,sess_16e138755100,38,start_session,Start Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Edge,macOS,wifi,search,357,,0,15.58,1038.3,96,0
evt_83968a1cb51c48d6,2025-10-02T07:02:45+08:00,S1552,sess_0bdaf0f645fc,32,start_exercise,Start Exercise,/exercise,BSDS3003,Blockchain and FinTech Systems,EX233,,,Tablet,Chrome,Windows,5g,direct,136,ERR_VALIDATION,0,24.38,409.0,202,1
evt_38b8c69540814ab2,2025-09-29T18:51:50+08:00,S1141,sess_eb7d7c29193c,32,view_analytics,View Analytics,/analytics/progress,BSDS3001,Data Analytics Foundations,,,,Desktop,Safari,Windows,wifi,search,109,,0,4.85,230.5,48,0
evt_257e2e151a114e3c,2025-10-03T00:36:36+08:00,S1872,sess_08bdbbfd96ba,2,start_exercise,Start Exercise,/exercise,BSDS3004,AI and Society,EX961,,,Laptop,Chrome,macOS,5g,direct,145,,0,22.18,903.8,350,4
evt_74d7329732d74093,2025-10-07T23:42:50+08:00,S1869,sess_088f2258680f,26,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Mobile,Firefox,macOS,4g,search,164,,0,12.24,1121.9,14,0
evt_19abb11666cc43b0,2025-09-28T20:40:58+08:00,S1604,sess_08572bfc9987,31,open_resource,Open Resource,/resources/article,BSDS3004,AI and Society,,RES723,,Laptop,Safari,Windows,wifi,direct,77,,0,22.3,1277.0,62,0
evt_b6a235b3b87847cb,2025-10-07T19:29:09+08:00,S1223,sess_78fec204ce56,16,view_hint,View Hint,/exercise/hints,BSDS3002,Machine Learning Applications,,,,Tablet,Firefox,macOS,4g,direct,238,ERR_TIMEOUT,0,5.36,1174.9,90,2
evt_666337f07d124f15,2025-09-26T00:07:55+08:00,S1963,sess_d8054f19bb9c,12,view_hint,View Hint,/exercise/hints,BSDS3003,Blockchain and FinTech Systems,,,,Tablet,Firefox,Windows,wifi,direct,319,ERR_500,0,24.81,852.1,104,4
evt_63473e13fd4f4ef0,2025-09-25T16:12:03+08:00,S1880,sess_98ed30c1e25d,40,start_session,Start Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Desktop,Chrome,macOS,ethernet,direct,166,,0,27.98,159.6,38,0
evt_bae5d046d2d24573,2025-09-27T03:35:06+08:00,S1713,sess_6e5d03b71c49,24,view_hint,View Hint,/exercise/hints,BSDS3002,Machine Learning Applications,,,,Desktop,Firefox,Windows,wifi,email,236,,0,27.46,637.2,0,2
evt_d64be0179bc048d9,2025-10-01T00:09:28+08:00,S1063,sess_713693d794d1,32,open_resource,Open Resource,/resources/article,BSDS3004,AI and Society,,RES962,,Laptop,Firefox,Windows,wifi,lms,256,,0,19.64,318.7,103,0
evt_1fc8c34ff8344ea4,2025-09-24T16:24:55+08:00,S1818,sess_48e6a623ee15,11,edit_solution,Edit Solution,/exercise/edit,BSDS3002,Machine Learning Applications,EX774,,,Laptop,Chrome,Windows,wifi,direct,51,ERR_VALIDATION,0,12.52,1112.3,26,0
evt_021c160598ea4fcd,2025-10-03T00:29:16+08:00,S1047,sess_47ec60886918,9,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Tablet,Safari,macOS,ethernet,direct,174,ERR_500,0,6.05,1009.7,101,0
evt_8ea814e558ca4e15,2025-10-06T03:28:51+08:00,S1388,sess_eaf1e5495a99,34,view_hint,View Hint,/exercise/hints,BSDS3003,Blockchain and FinTech Systems,,,,Tablet,Safari,Windows,wifi,search,154,ERR_VALIDATION,0,32.43,280.4,102,4
evt_78d360e32ee34ab3,2025-10-03T23:09:40+08:00,S1862,sess_9d5d08e7b1e5,33,view_analytics,View Analytics,/analytics/progress,BSDS3002,Machine Learning Applications,,,,Laptop,Safari,Windows,wifi,direct,175,ERR_TIMEOUT,0,2.95,279.7,82,1
evt_38dd992f2120427e,2025-10-08T21:08:35+08:00,S1998,sess_d019b3422e93,10,start_session,Start Session,/dashboard,BSDS3004,AI and Society,,,,Tablet,Chrome,iOS,4g,direct,207,,0,33.16,1568.4,3,0
evt_bdf0694af6884a20,2025-09-27T03:44:04+08:00,S1382,sess_0d7a4921ce1c,28,view_hint,View Hint,/exercise/hints,BSDS3001,Data Analytics Foundations,,,,Laptop,Edge,iOS,wifi,direct,119,,0,10.23,1298.7,109,3
evt_a1652ddca938406e,2025-10-01T23:15:31+08:00,S1742,sess_68ce2e6ab122,23,view_hint,View Hint,/exercise/hints,BSDS3002,Machine Learning Applications,,,,Tablet,Firefox,macOS,wifi,direct,177,ERR_VALIDATION,0,34.06,1039.2,94,2
evt_7cbdb1a223f9469a,2025-10-04T01:21:29+08:00,S1778,sess_13e9d31f5c50,14,submit_solution,Submit Solution,/exercise/submit,BSDS3004,AI and Society,EX183,,,Laptop,Chrome,Windows,wifi,lms,83,ERR_TIMEOUT,0,24.21,827.7,104,1
evt_ddeca213289140ba,2025-09-27T17:03:07+08:00,S1448,sess_2cea7b0fbd47,28,start_exercise,Start Exercise,/exercise,BSDS3004,AI and Society,EX874,,,Tablet,Chrome,macOS,wifi,direct,161,ERR_VALIDATION,0,20.47,1875.4,531,0
evt_e0807dabbe1749a8,2025-10-04T06:39:09+08:00,S1256,sess_bf2a98a68342,20,view_analytics,View Analytics,/analytics/progress,BSDS3001,Data Analytics Foundations,,,,Desktop,Chrome,Linux,5g,direct,100,,0,13.27,1101.6,87,1
evt_3c0ff888e32e46e3,2025-10-04T22:12:08+08:00,S1739,sess_d2517bc364a3,22,start_exercise,Start Exercise,/exercise,BSDS3003,Blockchain and FinTech Systems,EX289,,,Desktop,Chrome,Windows,5g,internal_link,130,ERR_500,0,16.95,1222.6,110,1
evt_d7f5d8463ec74d54,2025-09-29T23:01:53+08:00,S1150,sess_0d5a58b46241,39,start_session,Start Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Laptop,Chrome,iOS,wifi,lms,221,,0,22.87,1420.3,60,0
evt_a12604687cbf47d6,2025-10-03T04:12:40+08:00,S1934,sess_871e102559f7,10,open_resource,Open Resource,/resources/article,BSDS3004,AI and Society,,RES920,,Laptop,Chrome,iOS,ethernet,search,158,,0,9.87,1469.2,103,0
evt_a0618e661fa84cf5,2025-09-26T16:49:30+08:00,S1714,sess_7cb0499e5ee1,10,edit_solution,Edit Solution,/exercise/edit,BSDS3002,Machine Learning Applications,EX873,,,Desktop,Safari,macOS,ethernet,lms,83,ERR_TIMEOUT,0,35.48,756.0,16,0
evt_46c05748318d47c7,2025-10-06T05:26:28+08:00,S1984,sess_dae70a7ed215,35,open_course,Open Course,/course/overview,BSDS3002,Machine Learning Applications,,,,Desktop,Edge,Windows,wifi,lms,227,ERR_VALIDATION,0,8.57,1632.3,58,0
evt_8ee9a1450c634f24,2025-10-05T02:22:51+08:00,S1113,sess_61b1d386e4a4,25,edit_solution,Edit Solution,/exercise/edit,BSDS3001,Data Analytics Foundations,EX847,,,Mobile,Safari,macOS,5g,lms,119,ERR_VALIDATION,0,14.73,160.8,291,4
evt_302f58e770ee459e,2025-09-30T04:55:59+08:00,S1578,sess_3df8269a4def,24,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES872,,Laptop,Edge,Windows,wifi,lms,54,ERR_TIMEOUT,0,11.25,991.3,101,0
evt_578e7a3dcc7349a0,2025-10-04T17:15:07+08:00,S1775,sess_219ac9ce10ad,26,open_resource,Open Resource,/resources/article,BSDS3004,AI and Society,,RES247,,Laptop,Safari,Windows,wifi,direct,180,,0,28.76,627.7,95,0
evt_b3fb69cc64fb4b55,2025-10-06T03:16:47+08:00,S1719,sess_d8a1041c63ce,17,submit_solution,Submit Solution,/exercise/submit,BSDS3003,Blockchain and FinTech Systems,EX167,,,Desktop,Chrome,macOS,wifi,direct,214,ERR_VALIDATION,0,22.04,1197.5,63,0
evt_a4505846714748fc,2025-10-02T16:25:53+08:00,S1648,sess_0c3efc09b1e6,14,end_session,End Session,/dashboard,BSDS3004,AI and Society,,,,Tablet,Chrome,Windows,ethernet,lms,95,ERR_TIMEOUT,0,2.06,1200.9,78,1
evt_61807fb31de8443b,2025-10-05T23:20:46+08:00,S1541,sess_7bc122055720,8,end_session,End Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Mobile,Safari,Windows,ethernet,lms,60,,0,16.39,1262.6,75,1
evt_4657dd6b7fc9437f,2025-10-06T16:32:08+08:00,S1515,sess_442dfd6e5d80,34,view_analytics,View Analytics,/analytics/progress,BSDS3003,Blockchain and FinTech Systems,,,,Tablet,Chrome,iOS,wifi,direct,172,,0,5.98,513.9,26,0
evt_7a89e3a121ea47ea,2025-10-08T06:19:28+08:00,S1432,sess_35b24270e547,18,open_course,Open Course,/course/overview,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Safari,macOS,wifi,direct,270,,0,20.87,395.1,26,0
evt_2151ce9da25f4c20,2025-09-30T03:12:45+08:00,S1061,sess_80d5056d5624,17,edit_solution,Edit Solution,/exercise/edit,BSDS3001,Data Analytics Foundations,EX614,,,Laptop,Chrome,Windows,5g,direct,270,,0,13.06,512.8,216,4
evt_fb30f57552d4464f,2025-09-28T01:28:36+08:00,S1383,sess_37e9d170a329,37,start_session,Start Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Chrome,Windows,wifi,lms,173,,0,12.87,102.4,107,0
evt_562c80747fe14fa8,2025-09-30T05:41:53+08:00,S1006,sess_f6738e3a3c6f,10,view_hint,View Hint,/exercise/hints,BSDS3001,Data Analytics Foundations,,,,Laptop,Firefox,macOS,wifi,direct,258,,0,10.26,562.4,49,3
evt_0807378f59124d90,2025-09-25T23:46:17+08:00,S1665,sess_922c4973ea14,22,write_reflection,Write Reflection,/reflection,BSDS3004,AI and Society,,,RF128,Tablet,Safari,Windows,wifi,search,353,ERR_TIMEOUT,0,25.65,2184.8,45,1
evt_f7a40949534b4583,2025-10-02T18:36:20+08:00,S1478,sess_69b5a32c5172,39,start_exercise,Start Exercise,/exercise,BSDS3002,Machine Learning Applications,EX304,,,Tablet,Chrome,macOS,5g,lms,278,,0,20.11,1043.9,45,4
evt_198225637d6142d1,2025-10-04T04:44:05+08:00,S1972,sess_bde7125944f5,9,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Laptop,Firefox,macOS,wifi,lms,121,ERR_500,0,23.68,1336.6,29,1
evt_1034356a28534652,2025-10-03T00:24:30+08:00,S1156,sess_3f5d2694d6ed,27,edit_solution,Edit Solution,/exercise/edit,BSDS3001,Data Analytics Foundations,EX131,,,Tablet,Chrome,Windows,wifi,lms,93,ERR_TIMEOUT,0,19.31,1169.8,74,4
evt_974b44c3ecfd46d4,2025-09-30T17:26:25+08:00,S1710,sess_c81a27be8a29,36,start_session,Start Session,/dashboard,BSDS3004,AI and Society,,,,Tablet,Chrome,Linux,5g,direct,116,ERR_500,0,11.02,1403.1,88,1
evt_c17ead87acf84d3a,2025-10-04T19:51:40+08:00,S1288,sess_e844c3228e64,33,submit_solution,Submit Solution,/exercise/submit,BSDS3004,AI and Society,EX222,,,Mobile,Firefox,Linux,5g,direct,144,ERR_VALIDATION,0,29.69,567.0,5,1
evt_9d9683baae6b4a0b,2025-09-24T18:23:35+08:00,S1951,sess_2d34c509a267,13,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Laptop,Safari,Windows,5g,direct,365,,0,33.12,623.8,84,1
evt_e5f722e86cc3437f,2025-10-05T05:19:35+08:00,S1657,sess_dc4bc4b61a4d,21,write_reflection,Write Reflection,/reflection,BSDS3001,Data Analytics Foundations,,,RF156,Tablet,Firefox,macOS,ethernet,direct,69,,0,1.34,1072.4,48,0
evt_0c655dcd522d4a42,2025-10-06T05:31:03+08:00,S1717,sess_7e3814804679,8,edit_solution,Edit Solution,/exercise/edit,BSDS3002,Machine Learning Applications,EX240,,,Laptop,Safari,iOS,ethernet,internal_link,121,,0,6.66,664.4,212,4
evt_62f3f6ee563d44d7,2025-09-29T16:56:09+08:00,S1185,sess_64be85ee7b5c,1,write_reflection,Write Reflection,/reflection,BSDS3002,Machine Learning Applications,,,RF420,Mobile,Chrome,Linux,4g,internal_link,317,,0,20.64,1077.2,83,1
evt_da6aaa6754934217,2025-09-28T05:42:18+08:00,S1138,sess_f2b54d66187c,31,write_reflection,Write Reflection,/reflection,BSDS3003,Blockchain and FinTech Systems,,,RF233,Desktop,Edge,Windows,wifi,lms,200,,0,11.47,1097.3,64,1
evt_0e42a61edf5644cf,2025-09-26T23:38:22+08:00,S1000,sess_1a52ce4fcbf9,23,start_exercise,Start Exercise,/exercise,BSDS3002,Machine Learning Applications,EX450,,,Laptop,Chrome,Windows,wifi,direct,142,ERR_500,0,19.24,1478.6,1,2
evt_bbf6af016ce64346,2025-10-05T02:43:05+08:00,S1300,sess_a8b479548f59,33,write_reflection,Write Reflection,/reflection,BSDS3002,Machine Learning Applications,,,RF823,Laptop,Firefox,macOS,wifi,direct,134,ERR_TIMEOUT,0,21.44,1014.9,102,0
evt_5aa52af036ad456d,2025-10-07T01:14:04+08:00,S1470,sess_3dbd9f930158,16,view_hint,View Hint,/exercise/hints,BSDS3003,Blockchain and FinTech Systems,,,,Desktop,Chrome,macOS,5g,lms,130,ERR_VALIDATION,0,20.59,1184.8,64,2
evt_127142bb06934e9f,2025-09-28T21:44:42+08:00,S1145,sess_97f622325baf,2,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Laptop,Firefox,Windows,wifi,internal_link,89,,0,11.99,913.3,103,1
evt_c732fbe31d6f48dc,2025-09-26T07:01:07+08:00,S1212,sess_1609a693f81c,7,end_session,End Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Safari,iOS,ethernet,direct,174,,0,27.79,1032.5,104,1
evt_64cb5b6c019d4f46,2025-10-02T05:18:14+08:00,S1458,sess_28bec5478939,12,start_session,Start Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Desktop,Chrome,macOS,4g,direct,133,ERR_500,0,18.44,523.4,20,0
evt_bfcfb05f869c468e,2025-09-29T05:28:13+08:00,S1307,sess_3fe351efdf58,30,write_reflection,Write Reflection,/reflection,BSDS3002,Machine Learning Applications,,,RF819,Desktop,Firefox,macOS,ethernet,direct,131,ERR_500,0,40.15,1202.1,67,1
evt_9744f9651b9f4a09,2025-10-07T17:40:59+08:00,S1522,sess_e3ce8c5a4b3a,18,start_session,Start Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Laptop,Safari,Windows,wifi,direct,182,,0,27.59,837.9,38,1
evt_41b7b7bc7f504c33,2025-09-26T03:08:15+08:00,S1690,sess_73dc77e6efa2,37,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Firefox,Windows,ethernet,lms,40,,0,16.27,1160.5,53,0
evt_6273805c77284840,2025-09-25T03:46:24+08:00,S1794,sess_6be07f3cd8bb,26,edit_solution,Edit Solution,/exercise/edit,BSDS3004,AI and Society,EX719,,,Laptop,Safari,macOS,wifi,direct,112,ERR_500,0,27.56,821.2,3,0
evt_3af87235ea414abd,2025-10-08T02:59:01+08:00,S1284,sess_f5d2061ee1d5,30,view_analytics,View Analytics,/analytics/progress,BSDS3001,Data Analytics Foundations,,,,Tablet,Chrome,Windows,wifi,direct,223,ERR_TIMEOUT,0,22.31,584.6,64,1
evt_f020d65604c64eac,2025-09-27T20:12:56+08:00,S1248,sess_5c1b713d7f95,40,write_reflection,Write Reflection,/reflection,BSDS3003,Blockchain and FinTech Systems,,,RF356,Laptop,Chrome,macOS,4g,email,90,,0,19.26,939.8,40,1
evt_49ffabb5102e43d0,2025-10-02T03:43:28+08:00,S1519,sess_813db9f5868b,35,end_session,End Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Firefox,macOS,wifi,direct,115,,0,17.53,261.9,53,0
evt_e24f8038bcce41d4,2025-09-27T21:30:28+08:00,S1625,sess_8569603fd675,18,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Chrome,Windows,4g,lms,214,,0,50.18,1015.7,98,0
evt_1c814471a1724943,2025-10-09T06:10:59+08:00,S1930,sess_ae30f5b5ac85,9,view_analytics,View Analytics,/analytics/progress,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Edge,Linux,5g,search,130,ERR_500,0,15.06,687.8,26,1
evt_8efc7abcee5346c2,2025-10-04T00:32:44+08:00,S1874,sess_96aee0741275,30,view_analytics,View Analytics,/analytics/progress,BSDS3003,Blockchain and FinTech Systems,,,,Desktop,Safari,iOS,4g,direct,225,,0,26.44,485.9,53,0
evt_c7e1c32ae0154d6a,2025-09-24T17:27:01+08:00,S1561,sess_baf70fff388b,10,open_resource,Open Resource,/resources/article,BSDS3003,Blockchain and FinTech Systems,,RES836,,Mobile,Firefox,Windows,wifi,direct,185,,0,37.32,1579.0,0,0
evt_8a238125f53b449a,2025-10-04T19:43:04+08:00,S1630,sess_781e9cebf978,40,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES311,,Tablet,Safari,Windows,ethernet,direct,176,,0,38.31,957.9,25,1
evt_41204f7fd420492f,2025-10-05T06:06:56+08:00,S1964,sess_ecca0655a28d,22,end_session,End Session,/dashboard,BSDS3004,AI and Society,,,,Desktop,Safari,Linux,5g,direct,53,,0,1.18,1075.9,98,1
evt_093e1ac950db4bf1,2025-10-01T22:11:28+08:00,S1811,sess_8382505ca05e,7,view_analytics,View Analytics,/analytics/progress,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Firefox,macOS,wifi,lms,116,,0,27.07,556.8,5,1
evt_b0eab5b4fb7444e9,2025-10-06T00:04:44+08:00,S1820,sess_8784f7f15f0f,5,view_hint,View Hint,/exercise/hints,BSDS3003,Blockchain and FinTech Systems,,,,Tablet,Safari,Windows,wifi,lms,119,,0,27.39,1178.9,36,4
evt_758ba3428e3742e9,2025-10-06T16:18:29+08:00,S1112,sess_8cbd61cb6064,24,open_resource,Open Resource,/resources/article,BSDS3001,Data Analytics Foundations,,RES119,,Laptop,Edge,macOS,wifi,direct,157,ERR_500,0,16.25,929.8,16,0
evt_8ea15e2f39164869,2025-09-29T22:57:09+08:00,S1648,sess_513302403a0c,13,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Safari,Windows,wifi,direct,149,ERR_TIMEOUT,0,17.6,1042.0,86,1
evt_874987a506a146f7,2025-09-27T20:09:04+08:00,S1872,sess_08bdbbfd96ba,4,view_analytics,View Analytics,/analytics/progress,BSDS3002,Machine Learning Applications,,,,Laptop,Safari,Windows,wifi,internal_link,276,ERR_VALIDATION,0,9.99,1937.1,57,0
evt_f59de83ac05d4e4e,2025-09-26T02:38:18+08:00,S1712,sess_b1b3ba110e7f,13,write_reflection,Write Reflection,/reflection,BSDS3003,Blockchain and FinTech Systems,,,RF211,Tablet,Safari,Linux,wifi,direct,194,ERR_VALIDATION,0,7.03,892.8,63,0
evt_e8c129f97224421e,2025-10-02T17:34:33+08:00,S1735,sess_ecd37960bba6,25,open_course,Open Course,/course/overview,BSDS3002,Machine Learning Applications,,,,Laptop,Chrome,Windows,4g,lms,115,ERR_500,0,28.56,142.8,30,0
evt_bce376acfd604a84,2025-10-08T17:14:58+08:00,S1973,sess_dd694d30e0cb,30,submit_solution,Submit Solution,/exercise/submit,BSDS3003,Blockchain and FinTech Systems,EX873,,,Mobile,Chrome,Windows,wifi,email,204,ERR_VALIDATION,0,33.17,654.9,110,1
evt_fa854764e4274e93,2025-10-09T01:44:40+08:00,S1619,sess_bcb0b7be6102,12,submit_solution,Submit Solution,/exercise/submit,BSDS3002,Machine Learning Applications,EX179,,,Laptop,Chrome,Linux,4g,lms,223,ERR_VALIDATION,0,2.19,1812.0,52,1
evt_e8d5c34e54da47f9,2025-09-29T02:54:16+08:00,S1947,sess_c828504d6488,11,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Tablet,Safari,macOS,ethernet,search,125,ERR_VALIDATION,0,29.33,714.5,86,1
evt_94deb0c55f34421a,2025-10-07T21:07:00+08:00,S1995,sess_0153128c770d,1,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Laptop,Chrome,Windows,ethernet,direct,185,,0,26.88,575.1,104,0
evt_921e14ac00484f73,2025-09-30T22:41:02+08:00,S1767,sess_f61ea0b09ab5,9,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Laptop,Safari,iOS,wifi,direct,351,,0,25.0,1091.4,49,0
evt_bf12f2d916814a3b,2025-10-04T05:48:02+08:00,S1319,sess_677a52452ef7,6,end_session,End Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Safari,Windows,4g,direct,223,,0,15.97,807.8,12,0
